DEVICE ;FECHA ;NOMBRE DEL CLIENTE ;NOMBRE DEL PUNTO ;TIPO DE SERVICIO
009554000270;15/11/2025;COLOMBIANA DE COMERCIO S A;FV CORBETA DISTRIBUCIONES CALI;MTTO CORRECTIVO
098250001170;15/11/2025;MASSER S A S;1000  LIQ  ROOSEVELT;MTTO PREVENTIVO
001763003271;15/11/2025;COLOMBIANA DE COMERCIO S A;ALKOSTO CALI;MTTO PREVENTIVO
001763003270;15/11/2025;COLOMBIANA DE COMERCIO S A;ALKOSTO CALI 2;MTTO PREVENTIVO
000018166570;15/11/2025;D1 S.A.S;10266 TIENDA D1 MED MANRIQUE LA 81;MTTO CORRECTIVO
000018234370;15/11/2025;D1 S.A.S;10242-TIENDA D1 PRADO CENTRO;MTTO PROFUNDO
098250320670;15/11/2025;MASSER S A S;1000  LIQ  LA 45;MTTO PROFUNDO
005484040170;18/11/2025;PLAN B INVESTMENTS S.A.S.;FV Q68 - GALAPA CLLE 10;MTTO PREVENTIVO
005484034870;18/11/2025;PLAN B INVESTMENTS S.A.S.;FV Q09 BARRANQUILLA MURILLO CARRERA 33;MTTO PREVENTIVO
009150336170;18/11/2025;ORGANIZACION TERPEL SA;1000  LIQ  EDS LOS VOLCANES FR FR;MTTO PREVENTIVO
005484033470;18/11/2025;PLAN B INVESTMENTS S.A.S.;FV Q67 BARRANQUILLA SAN NICOLAS CARRERA 4;MTTO PREVENTIVO
098250360170;18/11/2025;MASSER S A S;1200 ALAMEDA;MTTO PREVENTIVO
000018285770;18/11/2025;D1 S.A.S;13236 - AURES VILLAMARIA 6A09T00308;MTTO PREVENTIVO
005484093070;18/11/2025;PLAN B INVESTMENTS S.A.S.;FV SA7 ISIMO TIBABUYES;MTTO PREVENTIVO
009770132970;18/11/2025;JERONIMO MARTINS COLOMBIA SAS;1329 SUBA - LA GAITANA (QPRO);MTTO PREVENTIVO
013273003871;18/11/2025;DENTIX COLOMBIANA S.A.S;DENTIX PLAZA IMPERIAL;MTTO PREVENTIVO
000018164270;18/11/2025;D1 S.A.S;10564 TIENDA D1 SOACHA PLAZA;MTTO PREVENTIVO
009770117670;18/11/2025;JERONIMO MARTINS COLOMBIA SAS;1176 SOACHA - COMPARTIR (JMV);MTTO PREVENTIVO
009770095370;18/11/2025;JERONIMO MARTINS COLOMBIA SAS;953 SOACHA MERCURIO;MTTO PREVENTIVO
098250350370;18/11/2025;MASSER S A S;1000 EDS  LAS VILLAS;MTTO CORRECTIVO
000018173770;18/11/2025;D1 S.A.S;11506 TIENDA D1 SOACHA LIBERTADORES;MTTO PREVENTIVO
000018176370;18/11/2025;D1 S.A.S;11697 TIENDA D1 CALI REMANSOS DE COMFANDI;MTTO PREVENTIVO
000018176270;18/11/2025;D1 S.A.S;11619 TIENDA D1 CALI VALLE GRANDE;MTTO PREVENTIVO
000018162470;18/11/2025;D1 S.A.S;11911 TIENDA D1 CALI CIUDADELA COMPARTIR;MTTO PREVENTIVO
009628000170;18/11/2025;GRUPO DE EMP DE COMBUSTIBLES;FV EDS GREPACOL;MTTO PREVENTIVO
000018178170;18/11/2025;D1 S.A.S;10373 TIENDA D1 CALI LIBERTADORES;MTTO CORRECTIVO
000018166570;18/11/2025;D1 S.A.S;10266 TIENDA D1 MED MANRIQUE LA 81;MTTO CORRECTIVO
004608003470;18/11/2025;DISTRACOM S A;E/S AVENIDA COLOMBIA;MTTO PROFUNDO
005484096170;18/11/2025;PLAN B INVESTMENTS S.A.S.;FV I68 ISIMO OBRERO;MTTO PREVENTIVO
005484085570;18/11/2025;PLAN B INVESTMENTS S.A.S.;FV I57 MEDELLIN MIRAFLORES;MTTO PREVENTIVO
009770138770;18/11/2025;JERONIMO MARTINS COLOMBIA SAS;1387 LOS ANGELES CALLE 58 (MARIA AUXILIADORA);MTTO PROFUNDO
009889003070;18/11/2025;MADECENTRO COLOMBIA S.A.S;BELLO;MTTO PREVENTIVO
002318000570;18/11/2025;ZEUSS PETROLEUM SAS;FV EDS ZEUSS PLANTA MAYORISTA;MTTO CORRECTIVO
000018209370;18/11/2025;D1 S.A.S;11028-TIENDA D1 CALDAS HOSPITAL;MTTO PROFUNDO
000018249470;18/11/2025;D1 S.A.S;11561 CALDA TORRES DEL SUR;MTTO PROFUNDO
009150052070;18/11/2025;ORGANIZACION TERPEL SA;1000 EDS OTRA PARTE;MTTO PROFUNDO
002377217670;18/11/2025;COLSUBSIDIO;2176 DROGUERIA CALDAS MIXTA;MTTO PREVENTIVO
000018164570;18/11/2025;D1 S.A.S;10227 TIENDA D1 PARIS;MTTO CORRECTIVO
004608016670;18/11/2025;DISTRACOM S A;EDS EL LLANO;MTTO PROFUNDO
000300681970;19/11/2025;ALMACENES EXITO S A;ESTACION DE SERVICIO EXITO ZOFIA;MTTO PREVENTIVO
005742000170;19/11/2025;EDS BARAKAH  SAS - PYME;EDS POZO RUBIO;MTTO PREVENTIVO
005782000170;19/11/2025;EDS GREEN PARK - CASH TODAY;FV EDS TERPEL;MTTO PREVENTIVO
098250335870;19/11/2025;MASSER S A S;1000 EDS AEROPUERTO BARRANQUILLA;MTTO PREVENTIVO
010245009970;19/11/2025;TRANSPORTES TRASALFA SA;TRASALFA;MTTO PREVENTIVO
007414000170;19/11/2025;ALCATA GROUP S.A.S;ALCATA GROUP S.A.S;MTTO CORRECTIVO
000018197070;19/11/2025;D1 S.A.S;11960-TIENDA D1 BOGOTA JUAN REY;MTTO PREVENTIVO
005484099270;19/11/2025;PLAN B INVESTMENTS S.A.S.;FV SC5 ISIMO;MTTO PREVENTIVO
009770133070;19/11/2025;JERONIMO MARTINS COLOMBIA SAS;1330 USME - LA CABAÑA - CELLE 81 SUR (JMV);MTTO PREVENTIVO
004608033170;19/11/2025;DISTRACOM S A;EDS AVENIDA TERCERA;MTTO CORRECTIVO
009150318670;19/11/2025;ORGANIZACION TERPEL SA;1000  LIQ  EDS LA JUANA FR;MTTO PREVENTIVO
009770039470;19/11/2025;JERONIMO MARTINS COLOMBIA SAS;394 VILLA MAGDALA;MTTO PROFUNDO
009770046970;19/11/2025;JERONIMO MARTINS COLOMBIA SAS;469 SUBA - TUNA BAJA - CL 153;MTTO PREVENTIVO
004627001470;19/11/2025;CIATRAN S A;FV CIATRAN TERMINAL;MTTO PREVENTIVO
013273001371;19/11/2025;DENTIX COLOMBIANA S.A.S;DENTIX GRAN ESTACION;MTTO PREVENTIVO
100344000270;19/11/2025;INVER TAMAYO OCHOA LTDA;FV TERMINAL DE TRANSPORTE SALITRE;MTTO PREVENTIVO
009770121770;19/11/2025;JERONIMO MARTINS COLOMBIA SAS;1217 BARRIOS UNIDOS - MODELO (JMV);MTTO PREVENTIVO
004627001570;19/11/2025;CIATRAN S A;FV CIATRAN CRA 30;MTTO PREVENTIVO
002377126370;19/11/2025;COLSUBSIDIO;CLINICA CALLE 67;MTTO PREVENTIVO
006674000170;19/11/2025;ONE HALF SAS;ONE HALF;MTTO PREVENTIVO
001763000470;19/11/2025;COLOMBIANA DE COMERCIO S A;FV ALKOSTO VENECIA;MTTO CORRECTIVO
001763000471;19/11/2025;COLOMBIANA DE COMERCIO S A;FV ALKOSTO VENECIA - 2;MTTO CORRECTIVO
000018172670;19/11/2025;D1 S.A.S;10647 BOG VICTORIA NORTE;MTTO PROFUNDO
005484000470;19/11/2025;PLAN B INVESTMENTS S.A.S.;FV S06 CEDRO GOLF;MTTO PREVENTIVO
009770057570;19/11/2025;JERONIMO MARTINS COLOMBIA SAS;SUBA PRADO PINZON;MTTO PROFUNDO
004586016770;19/11/2025;ARCOS DORADOS COLOMBIA SAS;MAC DONALD - NQS;MTTO PROFUNDO
002377140870;19/11/2025;COLSUBSIDIO;1408 FARMACIA GALERIAS;MTTO PREVENTIVO
000018216570;19/11/2025;D1 S.A.S;11912-TIENDA D1 YUMBO CARRERA 5;MTTO PREVENTIVO
009150318170;19/11/2025;ORGANIZACION TERPEL SA;1000  LIQ  EDS AMERICAS YUMBO FR;MTTO PREVENTIVO
098250357370;19/11/2025;MASSER S A S;1200 PETROLGAS;MTTO PREVENTIVO
000018178370;19/11/2025;D1 S.A.S;10975 TIENDA D1 CALI CUATRO ESQUINAS;MTTO PREVENTIVO
000018177170;19/11/2025;D1 S.A.S;11378 TIENDA D1 CALI ANTONIO NARIÑO;MTTO PREVENTIVO
001763003271;19/11/2025;COLOMBIANA DE COMERCIO S A;ALKOSTO CALI;MTTO PREVENTIVO
098250334470;19/11/2025;MASSER S A S;1000 EDS AMARILLO CREMA;MTTO PREVENTIVO
000018176070;19/11/2025;D1 S.A.S;11153 TIENDA D1 CALI FLORA INDUSTRIAL;MTTO CORRECTIVO
009150351470;19/11/2025;ORGANIZACION TERPEL SA;1000 LIQ LA NUBIA;MTTO CORRECTIVO
000018165970;19/11/2025;D1 S.A.S;10441 TIENDA D1 CALI MANUELA BELTRAN;MTTO PREVENTIVO
004608019770;19/11/2025;DISTRACOM S A;EDS MOBIL LOS ANGELES;MTTO CORRECTIVO
007031000170;19/11/2025;CENTRO TURISTICO LA PIEDRA S.A.S;FV LA PIEDRA DEL PEÑOL;MTTO CORRECTIVO
004608029770;19/11/2025;DISTRACOM S A;EDS TEXACO EXPOSICIONES;MTTO PROFUNDO
098103078370;19/11/2025;CADENA COMERCIAL OXXO COLOMBIA S A S;50FUZ EDS OTRAPARTE;MTTO PROFUNDO
002446000170;19/11/2025;INVERSIONES FAREWA SAS;FV INVERSIONES FAREWA SAS;MTTO PROFUNDO
000018141270;19/11/2025;D1 S.A.S;10531 TIENDA D1 GUARNE 1;MTTO PROFUNDO
009770142970;19/11/2025;JERONIMO MARTINS COLOMBIA SAS;1429 VILLAHERMOSA PARQUEADERO CR40, COMUNA 8;MTTO PROFUNDO
009889001470;19/11/2025;MADECENTRO COLOMBIA S.A.S;FV MADECENTRO ARGOS;MTTO PREVENTIVO
005484088570;20/11/2025;PLAN B INVESTMENTS S.A.S.;FV Q78 ISIMO LAS MERCEDES CRA 38;MTTO PREVENTIVO
005484035270;20/11/2025;PLAN B INVESTMENTS S.A.S.;FV Q32 BARRANQUILLA LOS NOGALES;MTTO PREVENTIVO
005484033570;20/11/2025;PLAN B INVESTMENTS S.A.S.;FV Q58  BARRANQUILLA LA UNION;MTTO CORRECTIVO
005484039270;20/11/2025;PLAN B INVESTMENTS S.A.S.;FV Q14 BARRANQUILLA UNIVERSAL CARRERA 2;MTTO CORRECTIVO
005484091370;20/11/2025;PLAN B INVESTMENTS S.A.S.;FV Q82 BUENA ESPERANZA;MTTO PREVENTIVO
005484103570;20/11/2025;PLAN B INVESTMENTS S.A.S.;FV QA3  ISIMO EL SANTUARIO;MTTO CORRECTIVO
000018285370;20/11/2025;D1 S.A.S;13258 - ALAMOS 72;MTTO PREVENTIVO
009770119570;20/11/2025;JERONIMO MARTINS COLOMBIA SAS;1195 - PUENTE ARANDA TRINIDAD;MTTO PREVENTIVO
000443000170;20/11/2025;CARL ZEISS VISION CO;CARL ZEISS VISION BOGOTA;MTTO PREVENTIVO
001280000970;20/11/2025;COLVANES SAS;PUNTO ENVIA BOGOTA;MTTO PREVENTIVO
001763000470;20/11/2025;COLOMBIANA DE COMERCIO S A;FV ALKOSTO VENECIA;MTTO CORRECTIVO
001763000471;20/11/2025;COLOMBIANA DE COMERCIO S A;FV ALKOSTO VENECIA - 2;MTTO CORRECTIVO
005484006270;20/11/2025;PLAN B INVESTMENTS S.A.S.;FV S56 22 SUR;MTTO PREVENTIVO
005484087770;20/11/2025;PLAN B INVESTMENTS S.A.S.;FV SA1 ISIMO SAN BLAS;MTTO PREVENTIVO
000018252370;20/11/2025;D1 S.A.S;10332 BOG LA URIBE;MTTO PREVENTIVO
000018254570;20/11/2025;D1 S.A.S;10340 BOG CALLE 170;MTTO PREVENTIVO
009770126270;20/11/2025;JERONIMO MARTINS COLOMBIA SAS;1262 USAQUEN - SANTA TERESA (JMV);MTTO PREVENTIVO
009150304270;20/11/2025;ORGANIZACION TERPEL SA;1000 LIQ EDS MENGA;MTTO PREVENTIVO
098250350670;20/11/2025;MASSER S A S;1000 EDS PACARA;MTTO PREVENTIVO
098103037870;20/11/2025;CADENA COMERCIAL OXXO COLOMBIA S A S;OXXO 50NUQ AVENIDA SEXTA;MTTO CORRECTIVO
005937000170;20/11/2025;ESTACION DE SERVICIO HORIZONTE S.A.S;FV EDS HORIZONTE;MTTO CORRECTIVO
000018165270;20/11/2025;D1 S.A.S;11072 TIENDA D1 CALI VALLE DEL LILI;MTTO PREVENTIVO
000018178570;20/11/2025;D1 S.A.S;10386 TIENDA D1 CALI INGENIO;MTTO PREVENTIVO
098250345370;20/11/2025;MASSER S A S;1000 EDS LA LUNA;MTTO CORRECTIVO
004586001170;20/11/2025;ARCOS DORADOS COLOMBIA SAS;CNG- MAC DONALD - CAÑAS GORDAS;MTTO CORRECTIVO
000018166570;20/11/2025;D1 S.A.S;10266 TIENDA D1 MED MANRIQUE LA 81;MTTO CORRECTIVO
000018279970;20/11/2025;D1 S.A.S;13045 - MED EL PLAYON;MTTO PROFUNDO
005484084670;20/11/2025;PLAN B INVESTMENTS S.A.S.;FV I51 MEDELLIN CAMO VALDES 1;MTTO PROFUNDO
009150339570;20/11/2025;ORGANIZACION TERPEL SA;1000 EDS NORTE;MTTO CORRECTIVO
000018250970;20/11/2025;D1 S.A.S;12412 - TIENDA D1 SAB LA ALDEA;MTTO PROFUNDO
009150303270;20/11/2025;ORGANIZACION TERPEL SA;1000 EDS EL TESORO;MTTO PROFUNDO
098331175870;20/11/2025;BBI COLOMBIA SAS;FV 1758 SQUARE;MTTO CORRECTIVO
098331177970;20/11/2025;BBI COLOMBIA SAS;1779 C.C. EL TESORO;MTTO CORRECTIVO
009150200470;26/11/2025;ORGANIZACION TERPEL SA;1000 LIQ EDS VILLA ESTADIO FR;MTTO CORRECTIVO
009770105070;26/11/2025;JERONIMO MARTINS COLOMBIA SAS;1050 BARRANQUILLA BELLAVISTA;MTTO PREVENTIVO
009770147070;26/11/2025;JERONIMO MARTINS COLOMBIA SAS;1470 SOLEDAD LOS CEDROS;MTTO PREVENTIVO
009889000670;26/11/2025;MADECENTRO COLOMBIA S.A.S;FV MADECENTRO SAN ROQUE;MTTO PREVENTIVO
009889002670;26/11/2025;MADECENTRO COLOMBIA S.A.S;FV BARRANQUILLA CRA 43;MTTO PREVENTIVO
005484033270;26/11/2025;PLAN B INVESTMENTS S.A.S.;FV Q01 ATL PTO COLOMBIA VILLA CAMPESTRE;MTTO CORRECTIVO
009150307770;26/11/2025;ORGANIZACION TERPEL SA;1000 LIQ EDS GASXI SOLEDAD FR;MTTO PREVENTIVO
009770114270;26/11/2025;JERONIMO MARTINS COLOMBIA SAS;1142 -USAQUEN - MULTICENTRO CALLE 119 (JMV);MTTO PREVENTIVO
009770101870;26/11/2025;JERONIMO MARTINS COLOMBIA SAS;1018 SANTA BARBARA CALLE 121;MTTO PREVENTIVO
001910001070;26/11/2025;CALYPSO DEL CARIBE SA;CALYPSO PRADO VERANIEGO;MTTO PREVENTIVO
002377139570;26/11/2025;COLSUBSIDIO;SUPERFARMACIA CALLE 100;MTTO PREVENTIVO
001763001570;26/11/2025;COLOMBIANA DE COMERCIO S A;FV ALKOSTO CARRERA 30;MTTO PREVENTIVO
004608012370;26/11/2025;DISTRACOM S A;DISTRACOM ZONA INDUSTRIAL;MTTO PREVENTIVO
005484005970;26/11/2025;PLAN B INVESTMENTS S.A.S.;FV CE051 - QUINTA PAREDES EMBAJADA;MTTO PREVENTIVO
009770041270;26/11/2025;JERONIMO MARTINS COLOMBIA SAS;412 FONTIBON HAYUELOS;MTTO PROFUNDO
009770134270;26/11/2025;JERONIMO MARTINS COLOMBIA SAS;1342 KENNEDY CASTILLA;MTTO PROFUNDO
009770025570;26/11/2025;JERONIMO MARTINS COLOMBIA SAS;255 FONTIBON COLORES;MTTO PROFUNDO
000018162170;26/11/2025;D1 S.A.S;11857 TIENDA D1 BOGOTA BOSA CARBONEL;MTTO PREVENTIVO
009770154270;26/11/2025;JERONIMO MARTINS COLOMBIA SAS;1542 BOSA LA INDEPENDENCIA (FRA);MTTO PREVENTIVO
009770119270;26/11/2025;JERONIMO MARTINS COLOMBIA SAS;1192 BOSA LIBERTADOR;MTTO PREVENTIVO
005611000270;26/11/2025;EL ADORNO MERCERIA SAS;EL ADORNO ALQUERIA;MTTO PREVENTIVO
000018195070;26/11/2025;D1 S.A.S;10618 BOG SUBA LISBOA;MTTO PREVENTIVO
000018172470;26/11/2025;D1 S.A.S;10643 BOG TIERRA LINDA;MTTO PREVENTIVO
000018172070;26/11/2025;D1 S.A.S;10670 TIENDA D1 AV ESPERANZA;MTTO PREVENTIVO
009770041970;26/11/2025;JERONIMO MARTINS COLOMBIA SAS;419 FONTIBON MODELIA OCCIDENTAL;MTTO PROFUNDO
005484008670;26/11/2025;PLAN B INVESTMENTS S.A.S.;FV S87 RESERVAS DEL PORVENIR;MTTO PREVENTIVO
009770143570;26/11/2025;JERONIMO MARTINS COLOMBIA SAS;1435 BOSA HOLANDA;MTTO PREVENTIVO
000018160270;26/11/2025;D1 S.A.S;11104 TIENDA D1 CALI EL POBLADO;MTTO CORRECTIVO
000018164070;26/11/2025;D1 S.A.S;10438 TIENDA D1 CANDELARIA VILLAGORGONA;MTTO CORRECTIVO
007483000170;26/11/2025;COMBUSCAL SAS;1000 LIQ EDS LA CASONA LIQ AF;MTTO CORRECTIVO
001280003970;26/11/2025;COLVANES SAS;ACOPI YUMBO 2;MTTO CORRECTIVO
001280002370;26/11/2025;COLVANES SAS;ACOPI YUMBO;MTTO CORRECTIVO
007031000170;26/11/2025;CENTRO TURISTICO LA PIEDRA S.A.S;FV LA PIEDRA DEL PEÑOL;MTTO CORRECTIVO
004608012470;26/11/2025;DISTRACOM S A;DISTRACOM SAN MIGUEL;MTTO PROFUNDO
009150305370;26/11/2025;ORGANIZACION TERPEL SA;1000 ESTACION DE SERVICIO TERPEL ITAGUI;MTTO CORRECTIVO
098331161570;26/11/2025;BBI COLOMBIA SAS;1615 PLAZA 77 LA ESTRELLA;MTTO CORRECTIVO
000300623070;26/11/2025;ALMACENES EXITO S A;6230 EDS CEDI LAS VEGAS;MTTO PROFUNDO
000018166070;26/11/2025;D1 S.A.S;10006 TIENDA D1 BODEGA ITAGUI PARQUE;MTTO PROFUNDO
009150302970;26/11/2025;ORGANIZACION TERPEL SA;1000 LIQ EDS EL ENCIERRO;MTTO CORRECTIVO
009150305670;27/11/2025;ORGANIZACION TERPEL SA;1000 LIQ EDS LA UNION FR;MTTO PREVENTIVO
009770081070;27/11/2025;JERONIMO MARTINS COLOMBIA SAS;810 - BARRANQUILLA VILLA TAREL;MTTO PREVENTIVO
098250353270;27/11/2025;MASSER S A S;1000 VIA 40;MTTO PREVENTIVO
004586023270;27/11/2025;ARCOS DORADOS COLOMBIA SAS;RESTAURANTE BARRANQUILLA C53;MTTO PREVENTIVO
000018223270;27/11/2025;D1 S.A.S;11221 BQLLA VILLA ANGELITA;MTTO PREVENTIVO
009150300570;27/11/2025;ORGANIZACION TERPEL SA;1000 LIQ BOSTON FR;MTTO CORRECTIVO
098250352570;27/11/2025;MASSER S A S;1300 EDS CASTELLANA;MTTO PREVENTIVO
004586000370;27/11/2025;ARCOS DORADOS COLOMBIA SAS;MAC DONALD - BQUILLA 93;MTTO PREVENTIVO
000018297570;27/11/2025;D1 S.A.S;10633 - BOG SUBA SAN JORGE;MTTO PREVENTIVO
009553000570;27/11/2025;COLOMBIANA DE COMERCIO S A;FV K-TRONIX SUBA;MTTO PREVENTIVO
009770118970;27/11/2025;JERONIMO MARTINS COLOMBIA SAS;1189 SUBA - TURINGA (JMV);MTTO PREVENTIVO
004627000170;27/11/2025;CIATRAN S A;FV CIATRAN SUBA;MTTO PREVENTIVO
009770020670;27/11/2025;JERONIMO MARTINS COLOMBIA SAS;206 CARRERA 13;MTTO PROFUNDO
002377330170;27/11/2025;COLSUBSIDIO;UNID. SERV. CALLE 63;MTTO PREVENTIVO
002377217970;27/11/2025;COLSUBSIDIO;NODO CHAPINERO;MTTO PREVENTIVO
009149007070;27/11/2025;FARMATODO COLOMBIA S A;FARMATODO SANTA ISABEL;MTTO PREVENTIVO
004086000170;27/11/2025;PROSEGUR SMART CASH MULTICLIENTE;BOGOTA CAT;MTTO CORRECTIVO
000018097270;27/11/2025;D1 S.A.S;11858 NUEVO CENTENARIO;MTTO PREVENTIVO
001763000470;27/11/2025;COLOMBIANA DE COMERCIO S A;FV ALKOSTO VENECIA;MTTO CORRECTIVO
009550003270;27/11/2025;COLOMBIANA DE COMERCIO S A;FV AKT 1 DE MAYO # 2;MTTO PREVENTIVO
009770144470;27/11/2025;JERONIMO MARTINS COLOMBIA SAS;1444 FRA SUBA - JAVA (JMV);MTTO PREVENTIVO
006688000570;27/11/2025;FERRETERIA ANDRES MARTINEZ SAS;FV SUBA;MTTO PREVENTIVO
276962000170;27/11/2025;D1 S.A.S;TBK-001KOBA QUESADA;MTTO CORRECTIVO
009770119270;27/11/2025;JERONIMO MARTINS COLOMBIA SAS;1192 BOSA LIBERTADOR;MTTO CORRECTIVO
009770063470;27/11/2025;JERONIMO MARTINS COLOMBIA SAS;634 BOSA LA PAZ;MTTO PREVENTIVO
000018216070;27/11/2025;D1 S.A.S;11309-TIENDA D1 CALI OBRERO;MTTO PREVENTIVO
000018199370;27/11/2025;D1 S.A.S;10439 TIENDA D1 CALI SAN NICOLAS;MTTO PREVENTIVO
000018198370;27/11/2025;D1 S.A.S;10380-TIENDA D1 CALI LA FLORESTA;MTTO PREVENTIVO
098250340170;27/11/2025;MASSER S A S;1000  LIQ  EDS LOS ANDES  LIQUIDOS;MTTO CORRECTIVO
007483000170;27/11/2025;COMBUSCAL SAS;1000 LIQ EDS LA CASONA LIQ AF;MTTO CORRECTIVO
009150335170;27/11/2025;ORGANIZACION TERPEL SA;1000 LIQ EDS LOS ALCAZARES;MTTO CORRECTIVO
000018164470;27/11/2025;D1 S.A.S;10205 TIENDA D1 ROBLEDO;MTTO PROFUNDO
000018141570;27/11/2025;D1 S.A.S;11267 TIENDA D1 MED LA AURORA;MTTO PROFUNDO
009550003970;27/11/2025;COLOMBIANA DE COMERCIO S A;ALKOMPRAR LA BASTILLA;MTTO PROFUNDO
005484031270;27/11/2025;PLAN B INVESTMENTS S.A.S.;FV I34 ROBLEDO PARQUE;MTTO PROFUNDO
009150339570;27/11/2025;ORGANIZACION TERPEL SA;1000 EDS NORTE;MTTO CORRECTIVO
000018208270;27/11/2025;D1 S.A.S;10032-TIENDA D1 BODEGA ITAGUI ASTURIAS;MTTO PROFUNDO
009770122870;27/11/2025;JERONIMO MARTINS COLOMBIA SAS;1228 - ZONA ROSA CALLE 49 ITAGUI;MTTO PROFUNDO
098210000270;27/11/2025;HOGAR Y MODA SAS;FV HOGAR Y MODA ITAGUI 2;MTTO PROFUNDO
000018160870;27/11/2025;D1 S.A.S;11089 TIENDA D1 ROBLEDO LA 80;MTTO PROFUNDO
000018250970;27/11/2025;D1 S.A.S;12412 - TIENDA D1 SAB LA ALDEA;MTTO CORRECTIVO
005484032470;27/11/2025;PLAN B INVESTMENTS S.A.S.;FV I38 SABANETA PARQUE;MTTO CORRECTIVO
009150351670;27/11/2025;ORGANIZACION TERPEL SA;1000 EDS LA CEIBA FR;MTTO PROFUNDO
